imdb_id,tmbd_id,title,mpa,genre,runtime,release_date,producion_company,revenue,budget,vote_average,vote_count,popularity,director,director_gender
tt0076759,11,Star Wars,PG,Adventure,121,1977-05-25,Lucasfilm Ltd.,775398007,11000000,8.205,19651,92.517,George Lucas,Male
tt0076729,11006,Smokey and the Bandit,PG,Action,96,1977-05-26,Universal Pictures,126700000,4300000,6.971,667,17.269,Hal Needham,Male
tt0075860,840,Close Encounters of the Third Kind,PG,Science Fiction,135,1977-12-14,Julia Phillips and Michael Phillips Productions,306889114,20000000,7.361,3954,29.289,Steven Spielberg,Male
tt0076666,11009,Saturday Night Fever,R,Music,119,1977-12-16,Robert Stigwood Organization,237100000,3500000,6.73,1801,28.581,John Badham,Male
tt0075784,5902,A Bridge Too Far,PG,Drama,175,1977-06-15,United Artists,50750000,22000000,7.223,753,27.237,Richard Attenborough,Male
tt0075925,20416,The Deep,PG,Mystery,123,1977-06-17,EMI Films,100000000,9000000,6.1,205,16.37,Peter Yates,Male
tt0076752,691,The Spy Who Loved Me,PG,Adventure,125,1977-07-07,EON Productions,185438673,13000000,6.796,1838,31.94,Lewis Gilbert,Male
tt0076489,24032,"Oh, God!",PG,Fantasy,98,1977-10-07,Warner Bros. Pictures,41687243,NA,6.38,108,11.276,Carl Reiner,Male
tt0075686,703,Annie Hall,PG,Comedy,93,1977-04-19,United Artists,38288028,4000000,7.8,3673,26.995,Woody Allen,Male
tt0078227,4988,Semi-Tough,R,Comedy,108,1977-11-18,United Artists,37187139,NA,5.6,42,9.294,Michael Ritchie,Male
tt0076538,11114,Pete's Dragon,G,Fantasy,128,1977-11-03,Walt Disney Productions,35488000,10000000,6.32,636,21.288,Don Chaffey,Male
tt0076138,83061,Heroes,PG,Drama,112,1977-11-04,David Foster Productions,33500000,3200000,6.3,19,4.312,Jeremy Kagan,Male
tt0076141,12535,High Anxiety,PG,Comedy,94,1977-12-25,Crossbow Productions,31063038,4015000,6.409,319,11.705,Mel Brooks,Male
tt0076009,11586,Exorcist II: The Heretic,R,Drama,117,1977-06-17,Warner Bros. Pictures,30800000,14000000,4.5,662,32.212,John Boorman,Male
tt0076618,11319,The Rescuers,G,Fantasy,78,1977-06-22,Walt Disney Productions,169000000,7500000,6.768,2357,29.474,Wolfgang Reitherman,Male
tt0076723,11590,Slap Shot,R,Comedy,123,1977-02-25,Universal Pictures,28000000,NA,6.871,338,12.403,George Roy Hill,Male
tt0076137,14140,Herbie Goes to Monte Carlo,G,Romance,105,1977-06-24,Walt Disney Productions,29000000,NA,5.9,297,16.999,Vincent McEveety,Male
tt0076070,17689,The Gauntlet,R,Drama,109,1977-12-17,Malpaso Productions,26400000,5500000,6.574,480,17.741,Clint Eastwood,Male
tt0076843,61280,The Turning Point,PG,Drama,119,1977-11-14,Hera Productions,25933445,NA,6.5,53,5.34,Herbert Ross,Male
tt0076054,16084,Freaky Friday,G,Fantasy,95,1976-12-17,Walt Disney Productions,25942000,NA,6.1,243,14.227,Gary Nelson,Male
tt0076507,80844,The Other Side of Midnight,R,Drama,165,1977-06-08,Frank Yablans Presentations,24652021,NA,5.906,16,6.092,Charles Jarrott,Male
tt0076327,37749,Looking for Mr. Goodbar,R,Drama,135,1977-10-19,Paramount,22512655,NA,6.328,96,11.126,Richard Brooks,Male
tt0076245,42222,Julia,PG,Drama,117,1977-10-01,20th Century Fox,20700000,7840000,6.6,129,10.308,Fred Zinnemann,Male
tt0075718,19050,The Bad News Bears in Breaking Training,PG,Comedy,100,1977-07-08,Paramount,19104350,NA,5.872,39,6.61,Michael Pressman,Male
tt0076044,38802,For the Love of Benji,G,Family,85,1977-06-10,Mulberry Square Productions,17732000,NA,5.5,37,2.929,Joe Camp,Male
tt0076451,12637,"New York, New York",PG,Drama,163,1977-06-21,United Artists,16400000,14000000,6.6,421,11.662,Martin Scorsese,Male
tt0075765,50374,Black Sunday,R,Action,143,1977-04-01,Paramount,15769322,8000000,6.713,130,9.202,John Frankenheimer,Male
tt0076504,12707,Orca,PG,Horror,95,1977-07-22,Dino de Laurentiis Cinematografica,14717854,17500000,6.147,368,19.937,Michael Anderson,Male
tt0075774,42217,Bobby Deerfield,PG,Drama,124,1977-09-29,First Artists,9300000,6400000,6,81,6.991,Sydney Pollack,Male
tt0076211,70926,Islands in the Stream,PG,Drama,104,1977-03-09,Paramount,5596173,NA,6.5,18,4.594,Franklin J. Schaffner,Male
tt0076591,31718,"Race for Your Life, Charlie Brown",G,Family,76,1977-07-03,Paramount,3223888,NA,6.637,91,10.575,Phil Roman,Male
tt0076175,25388,March or Die,PG,Drama,107,1977-09-08,Associated General Films,1000000,NA,5.836,76,13.629,Dick Richards,Male
tt0076234,42221,Joseph Andrews,R,Romance,99,1977-03-09,Woodfall Film Productions,839865,NA,4.1,8,4.273,Tony Richardson,Male
tt0076123,85325,Citizens Band,PG,Comedy,98,1977-05-18,Paramount,815174,NA,5.542,12,3.44,Jonathan Demme,Male
tt0077631,621,Grease,PG,Romance,110,1978-07-07,Paramount,396300000,6000000,7.393,6894,50.499,Randal Kleiser,Male
tt0078346,1924,Superman,PG,Science Fiction,143,1978-12-14,Dovemead Films,300218018,55000000,7.125,3573,44.141,Richard Donner,Male
tt0077975,8469,Animal House,R,Comedy,109,1978-07-27,Universal Pictures,141000000,2700000,7,1428,31.828,John Landis,Male
tt0077523,15417,Every Which Way but Loose,NA,Action,110,1978-12-16,Malpaso Productions,85196485,5000000,6.126,418,22.014,James Fargo,Male
tt0077663,12185,Heaven Can Wait,PG,Fantasy,101,1978-06-28,Paramount,98800000,15000000,6.577,366,11.153,Warren Beatty,Male
tt0077696,16214,Hooper,PG,Action,99,1978-07-28,Warner Bros. Pictures,78000000,6000000,6.353,116,9.257,Hal Needham,Male
tt0077766,579,Jaws 2,PG,Horror,116,1978-06-16,Universal Pictures,187884007,20000000,5.974,1778,28.546,Jeannot Szwarc,Male
tt0078163,6081,Revenge of the Pink Panther,PG,Comedy,99,1978-01-08,United Artists,49579269,NA,6.447,385,17.692,Blake Edwards,Male
tt0077416,11778,The Deer Hunter,R,Drama,183,1978-12-08,Universal Pictures,49000000,15000000,8.01,3575,30.842,Michael Cimino,Male
tt0077651,948,Halloween,R,Horror,91,1978-10-24,Compass International Pictures,70300000,325000,7.6,5222,45.402,John Carpenter,Male
tt0077578,15659,Foul Play,PG,Comedy,116,1978-07-14,Paramount,45000000,5000000,6.306,201,10.255,Colin Higgins,Male
tt0077504,35976,The End,R,Comedy,100,1978-05-10,United Artists,45000000,3000000,5.454,54,5.512,Burt Reynolds,Male
tt0078446,11455,Up in Smoke,R,Comedy,86,1978-05-16,Paramount,41590893,NA,6.686,523,13.769,Lou Adler,Male
tt0077928,11327,Midnight Express,R,Drama,121,1978-08-31,Columbia Pictures,35000000,2300000,7.512,1597,21.138,Alan Parker,Male
tt0077362,31657,Coming Home,R,Drama,127,1978-02-15,United Artists,32653905,3000000,7.003,173,8.726,Hal Ashby,Male
tt0077869,123,The Lord of the Rings,PG,Adventure,132,1978-11-15,Fantasy Films,30500000,4000000,6.6,812,25.345,Ralph Bakshi,Male
tt0077699,36361,House Calls,PG,Comedy,98,1978-03-15,Universal Pictures,28460702,6500000,6.964,14,2.345,Howard Zieff,Male
tt0077394,10766,Damien: Omen II,R,Horror,107,1978-06-09,Mace Neufeld Productions,26518355,6800000,6.447,634,20.7,Don Taylor,Male
tt0077745,11850,Invasion of the Body Snatchers,PG,Science Fiction,116,1978-12-20,United Artists,24946533,3500000,7.202,991,20.074,Philip Kaufman,Male
tt0077369,9584,Convoy,PG,Action,110,1978-06-27,United Artists,45000000,12000000,6.329,336,22.306,Sam Peckinpah,Male
tt0078504,24961,The Wiz,G,Adventure,134,1978-10-24,Universal Pictures,21049053,24000000,5.987,234,15.874,Sidney Lumet,Male
tt0077531,28932,F.I.S.T.,PG,Drama,145,1978-04-26,United Artists,20388920,NA,6.6,184,8.299,Norman Jewison,Male
tt0078239,36759,Sgt. Pepper's Lonely Hearts Club Band,PG,Adventure,113,1978-07-24,Universal Pictures,20378470,18000000,4.4,48,7.905,Michael Schultz,Male
tt0077530,29143,Eyes of Laura Mars,R,Mystery,104,1978-08-02,Columbia Pictures,20000000,7000000,5.85,183,16.889,Irvin Kershner,Male
tt0078034,47901,The One and Only,PG,Comedy,97,1978-02-03,First Artists,16928137,NA,6,15,1.33,Carl Reiner,Male
tt0078158,14822,Return from Witch Mountain,G,Adventure,95,1978-03-10,Walt Disney Productions,16393000,NA,5.83,218,9.378,John Hough,Male
tt0077372,27201,Corvette Summer,PG,Adventure,105,1978-06-02,Metro-Goldwyn-Mayer,15500000,NA,5.418,49,8.97,Matthew Robbins,Male
tt0077636,57578,The Greek Tycoon,R,Drama,107,1978-05-12,Universal Pictures,14000000,6500000,5.6,26,6.425,J. Lee Thompson,Male
tt0077413,4192,Death on the Nile,PG,Mystery,140,1978-09-29,Mersham Productions,14560084,7920000,7.15,725,22.38,John Guillermin,Male
tt0077280,24153,The Buddy Holly Story,PG,Drama,114,1978-05-18,Innovisions,14363400,1200000,7.132,102,8.366,Steve Rash,Male
tt0077233,42213,The Big Fix,PG,Comedy,108,1978-10-06,Universal Pictures,13000000,3800000,5.7,29,2.244,Jeremy Kagan,Male
tt0078044,95752,The Other Side of the Mountain: Part II,PG,Drama,100,1978-02-10,Filmways Pictures,11565678,NA,5.9,7,1.889,Larry Peerce,Male
tt0077942,110598,Moment by Moment,R,Drama,102,1978-12-22,Robert Stigwood Organization,10963824,NA,3.421,19,3.339,Jane Wagner,NA
tt0077742,15867,Interiors,PG,Drama,93,1978-08-02,United Artists,10400000,10000000,6.848,319,9.33,Woody Allen,Male
tt0078326,23397,Straight Time,R,Crime,114,1978-03-18,First Artists,9900000,NA,7.13,161,9.869,Ulu Grosbard,Male
tt0077360,42201,Comes a Horseman,PG,Western,118,1978-10-25,United Artists,9585769,NA,6.056,55,4.916,Alan J. Pakula,Male
tt0077158,42198,American Hot Wax,PG,Drama,91,1978-03-17,Paramount,11000000,NA,5.632,19,1.828,Floyd Mutrux,Male
tt0077275,24429,The Brink's Job,PG,Comedy,104,1978-12-08,Dino De Laurentiis Company,7909950,NA,6,58,6.711,William Friedkin,Male
tt0077621,34130,Goin' South,PG,Comedy,109,1978-10-06,Paramount,7435671,NA,5.788,125,7.099,Jack Nicholson,Male
tt0077807,20863,King of the Gypsies,R,Drama,112,1978-12-20,Dino De Laurentiis Company,7325177,5000000,5.9,17,6.504,Frank Pierson,Male
tt0077572,17339,Force 10 from Navarone,PG,Drama,114,1978-08-16,Columbia Pictures,7230000,5000000,6.237,278,15.74,Guy Hamilton,Male
tt0078056,23916,Paradise Alley,PG,Action,107,1978-09-22,Universal Pictures,7185518,6000000,5.8,122,16.249,Sylvester Stallone,Male
tt0077199,66946,The Bad News Bears Go to Japan,PG,Comedy,92,1978-06-30,Paramount,7092495,NA,4.9,36,6.935,John Berry,Male
tt0077743,42207,International Velvet,PG,Drama,127,1978-07-19,Metro-Goldwyn-Mayer,7009238,NA,7.5,29,3.658,Bryan Forbes,Male
tt0077248,14839,Blue Collar,R,Drama,114,1978-02-10,TAT Communications Company,6521083,1700000,7.393,154,8.916,Paul Schrader,Male
tt0078111,26973,Pretty Baby,R,Drama,110,1978-04-05,Paramount,5786368,NA,6.974,305,23.811,Louis Malle,Male
tt0077629,31948,Gray Lady Down,PG,Thriller,111,1978-03-10,Universal Pictures,5438927,NA,6.4,76,9.878,David Greene,Male
tt0077272,72412,Brass Target,PG,Action,111,1978-12-22,Metro-Goldwyn-Mayer,5011158,NA,5.9,30,4.189,John Hough,Male
tt0077296,41317,Caravans,PG,Action,127,1978-11-02,Ibex Films,3930501,NA,5.807,14,3.675,James Fargo,Male
tt0077405,16642,Days of Heaven,PG,Drama,94,1978-09-13,Paramount,3700000,3000000,7.49,932,13.988,Terrence Malick,Male
tt0078047,61172,Our Winning Season,PG,Drama,92,1978-05-01,NA,1997705,NA,4.4,5,1.122,Joseph Ruben,Male
tt0077714,55457,I Wanna Hold Your Hand,PG,Comedy,99,1978-04-01,Universal Pictures,1944682,2700000,6.3,94,7.706,Robert Zemeckis,Male
tt0076721,241763,Skateboard,PG,Comedy,97,1978-03-05,Blum Group,1318823,NA,3.8,5,4.484,George Gage,NA
tt0079417,12102,Kramer vs. Kramer,PG,Drama,105,1979-12-07,Columbia Pictures,106260000,8000000,7.56,2073,21.237,Robert Benton,Male
tt0078767,11449,The Amityville Horror,R,Horror,118,1979-07-26,American International Pictures,86400000,4700000,6.284,849,34.737,Stuart Rosenberg,Male
tt0079817,1367,Rocky II,PG,Drama,118,1979-06-15,Winkler Films,85200000,7000000,7.3,4113,40.43,Sylvester Stallone,Male
tt0079945,152,Star Trek: The Motion Picture,G,Science Fiction,132,1979-12-07,Paramount,139000000,35000000,6.491,1617,31.801,Robert Wise,Male
tt0078748,348,Alien,R,Horror,117,1979-05-25,20th Century Fox,104931801,11000000,8.149,13631,112.943,Ridley Scott,Male
tt0078788,28,Apocalypse Now,R,Drama,147,1979-08-15,United Artists,150000000,31500000,8.3,7743,48.35,Francis Ford Coppola,Male
tt0078721,9051,10,R,Comedy,122,1979-10-05,Orion Pictures,74865517,7000000,5.6,222,19.684,Blake Edwards,Male
tt0079367,6471,The Jerk,R,Comedy,94,1979-12-14,Universal Pictures,100000000,4000000,6.89,760,12.747,Carl Reiner,Male
tt0079574,698,Moonraker,PG,Action,126,1979-06-26,United Artists,210308099,34000000,6.2,1840,31.453,Lewis Gilbert,Male
tt0079588,11176,The Muppet Movie,G,Comedy,97,1979-06-22,ITC Entertainment,65200000,8000000,7.144,550,18.589,James Frawley,Male
tt0079100,11145,The Electric Horseman,PG,Drama,122,1979-12-21,Columbia Pictures,61801971,12500000,6.061,132,11.133,Sydney Pollack,Male
tt0078966,988,The China Syndrome,PG,Drama,122,1979-03-16,Columbia Pictures,51718367,5900000,7.144,425,15.298,James Bridges,Male
tt0079540,14035,Meatballs,PG,Comedy,92,1979-06-28,Canadian Film Development Corporation,43046003,1207520,5.827,277,13.043,Ivan Reitman,Male
tt0079116,10734,Escape from Alcatraz,PG,Drama,113,1979-06-22,Paramount,43004381,8000000,7.524,2607,32.745,Don Siegel,Male
tt0079510,42176,The Main Event,PG,Comedy,112,1979-06-22,Barwood Films,44800000,NA,4.989,47,8.068,Howard Zieff,Male
tt0079522,696,Manhattan,R,Comedy,96,1979-04-25,United Artists,40194067,9000000,7.748,2220,16.61,Woody Allen,Male
tt0078754,16858,All That Jazz,R,Drama,123,1979-12-16,Columbia Pictures,37823676,12000000,7.458,448,15.736,Bob Fosse,Male
tt0078872,17264,The Black Stallion,G,Family,118,1979-10-13,United Artists,37799643,2700000,7.048,262,10.966,Carroll Ballard,Male
tt0078869,9570,The Black Hole,PG,Adventure,98,1979-12-18,Walt Disney Productions,35841901,20000000,5.9,448,29.195,Gary Nelson,Male
tt0079948,54663,Starting Over,R,Comedy,105,1979-10-05,Paramount,35649012,NA,6.365,48,6.363,Alan J. Pakula,Male
tt0078718,17443,...And Justice for All,R,Drama,119,1979-10-19,Columbia Pictures,33300000,6000000,7.067,471,17.421,Norman Jewison,Male
tt0078723,11519,1941,PG,Comedy,118,1979-12-14,Columbia Pictures,94900000,35000000,5.846,565,17.232,Steven Spielberg,Male
tt0078950,30547,The Champ,PG,Drama,121,1979-07-10,Metro-Goldwyn-Mayer,30441738,NA,6.992,180,11.85,Franco Zeffirelli,Male
tt0078841,10322,Being There,PG,Comedy,130,1979-12-19,United Artists,30177511,NA,7.611,908,15.136,Hal Ashby,Male
tt0079826,16323,The Rose,R,Drama,125,1979-11-07,20th Century Fox,29174648,9250000,6.628,113,6.507,Mark Rydell,Male
tt0079219,65066,Going in Style,PG,Comedy,97,1979-12-25,Warner Bros. Pictures,26869286,NA,6.957,46,4.436,Martin Brest,Male
tt0079640,29786,North Dallas Forty,R,Comedy,119,1979-08-03,Frank Yablans Presentations,26079312,NA,6.585,59,6.515,Ted Kotcheff,Male
tt0080120,11474,The Warriors,R,Action,94,1979-02-01,Paramount,22490039,4000000,7.667,2003,32.398,Walter Hill,Male
tt0079638,40842,Norma Rae,PG,Drama,110,1979-03-02,20th Century Fox,22228000,4500000,7.19,158,12.226,Martin Ritt,Male
tt0077278,3786,Buck Rogers in the 25th Century,PG,Science Fiction,98,1979-03-02,Universal Pictures,21700000,3500000,5.868,72,4.557,Daniel Haller,Male
tt0078790,22328,The Apple Dumpling Gang Rides Again,G,Comedy,88,1979-06-27,Walt Disney Productions,20931111,5450000,6.4,58,6.352,Vincent McEveety,Male
tt0077288,4484,La Cage aux folles,R,Comedy,92,1978-10-25,United Artists,20424259,1100000,6.849,378,9.518,Édouard Molinaro,Male
tt0079073,33521,Dracula,R,Horror,109,1979-07-20,The Mirisch Company,20158970,NA,6.347,229,15.61,John Badham,Male
tt0080130,45964,When a Stranger Calls,R,Horror,97,1979-09-28,Melvin Simon Productions,25000000,1500000,6.095,232,8.179,Fred Walton,Male
tt0078199,37672,"Same Time, Next Year",PG,Comedy,119,1978-04-23,Universal Pictures,19703082,1180000,6.5,67,6.962,Robert Mulligan,Male
tt0079875,47906,The Seduction of Joe Tynan,R,Drama,108,1979-08-17,Universal Pictures,19595168,5000000,5.9,24,3.86,Jerry Schatzberg,Male
tt0079470,583,Life of Brian,R,Comedy,94,1979-08-17,HandMade Films,20700000,4000000,7.759,4132,33.443,Terry Jones,Male
tt0055254,12230,One Hundred and One Dalmatians,G,Adventure,79,1961-01-25,Walt Disney Productions,303000000,3600000,7.178,5974,50.232,Hamilton Luske,Male
tt0079758,31915,Prophecy,PG,Horror,102,1979-09-14,Paramount,54000000,12000000,5.4,118,13.646,John Frankenheimer,Male
tt0078902,20283,Breaking Away,PG,Drama,100,1979-05-24,20th Century Fox,20000000,2300000,7.1,241,10.725,Peter Yates,Male
tt0079261,10654,Hair,PG,Music,121,1979-03-15,CIP Filmproduktion GmbH,15313606,11000000,7.3,621,13.849,Miloš Forman,Male
tt0079576,33258,More American Graffiti,PG,Comedy,110,1979-08-03,Universal Pictures,15000000,2500000,5.056,90,9.899,Bill L. Norton,Male
tt0079822,75759,Roller Boogie,PG,Drama,103,1979-12-19,United Artists,13253715,NA,5.713,40,2.471,Mark L. Lester,Male
tt0079240,11583,The First Great Train Robbery,PG,Thriller,110,1978-12-14,United Artists,13027857,6000000,6.68,327,17.073,Michael Crichton,Male
tt0078740,29723,The Concorde... Airport '79,PG,Action,123,1979-08-17,Universal Pictures,13015688,14000000,4.8,169,13.239,David Lowell Rich,Male
tt0079714,9638,Phantasm,R,Horror,89,1979-03-28,AVCO Embassy Pictures,11988469,300000,6.6,639,11.043,Don Coscarelli,Male
tt0079756,109251,The Promise,PG,Drama,97,1979-03-08,Universal Pictures,11606005,NA,6.3,3,2.685,Gilbert Cates,Male
tt0079450,42215,The Legacy,R,Horror,102,1978-09-29,Universal Pictures,11364985,2500000,5.4,64,7.344,Richard Marquand,Male
tt0067093,14811,Fiddler on the Roof,G,Drama,181,1971-11-03,United Artists,83304330,9000000,7.685,525,25.066,Norman Jewison,Male
tt0079668,33831,The Onion Field,R,Crime,122,1979-09-09,Black Marble Productions,9890597,NA,6.102,93,7.11,Harold Becker,Male
tt0079180,16972,The Frisco Kid,PG,Adventure,119,1979-07-06,Warner Bros. Pictures,9300000,9200000,6.103,137,11.354,Robert Aldrich,Male
tt0079550,40160,Meteor,PG,Action,107,1979-10-19,Palladium,12600000,16000000,5.088,131,13.465,Ronald Neame,Male
tt0078879,3013,Bloodline,R,Crime,116,1979-06-29,NF Geria III-Produktion München,8200000,12000000,4.7,35,7.645,Terence Young,Male
tt0079753,1732,The Prisoner of Zenda,PG,Action,108,1979-08-17,Universal Pictures,7650600,NA,5.703,32,4.352,Richard Quine,Male
tt0078736,31200,Agatha,PG,Drama,99,1979-02-09,Sweetwall,7500000,3500000,6.4,46,5.604,Michael Apted,Male
tt0078766,47819,Americathon,PG,Comedy,86,1979-08-10,United Artists,6171763,NA,3.6,10,1.261,Neal Israel,Male
tt0079832,146322,Running,PG,Drama,102,1979-10-30,Universal Pictures,6012556,NA,6.844,16,2.398,Steven Hilliard Stern,Male
tt0079013,62001,Cuba,R,Action,122,1979-12-21,United Artists,5610280,NA,5.476,42,7.776,Richard Lester,Male
tt0078919,37598,Butch and Sundance: The Early Days,PG,Western,111,1979-06-15,Pantheon Entertainment Corporation,5136913,NA,5.03,27,9.059,Richard Lester,Male
tt0079723,215537,Players,PG,Drama,120,1979-06-08,Paramount,4896094,NA,4.8,3,0.777,Anthony Harvey,Male
tt0079239,21887,The Great Santini,PG,Drama,115,1979-10-26,Bing Crosby Productions,4700000,4000000,6.708,60,5.518,Lewis John Carlino,Male
tt0080157,21666,Yanks,R,Romance,138,1979-09-01,CIP Filmproduktion GmbH,3931010,NA,5.984,49,6.137,John Schlesinger,Male
tt0079486,175287,Lost and Found,PG,Comedy,106,1979-07-13,Gordon Film Productions,3223197,NA,6.4,9,3.452,Melvin Frank,Male
tt0079268,26659,Hanover Street,PG,Drama,109,1979-05-18,Hanover Street,3000000,NA,5.506,83,12.118,Peter Hyams,Male
tt0080103,184781,Voices,PG,Drama,106,1979-03-14,Metro-Goldwyn-Mayer,2631244,NA,5,1,1.782,Robert Markowitz,Male
tt0080116,46460,Wanda Nevada,PG,Drama,107,1979-06-01,United Artists,2411145,NA,5.8,22,5.66,Peter Fonda,Male
tt0079966,118887,Sunburn,PG,Action,99,1979-08-10,Hemdale,2410776,NA,5.1,17,3.66,Richard C. Sarafian,Male
tt0079806,85327,Rich Kids,PG,Comedy,101,1979-08-17,United Artists,1856122,2500000,5.3,12,2.597,Robert M. Young,Male
tt0080114,89862,Walk Proud,PG,Drama,102,1979-06-15,Universal Pictures,1675040,NA,6.3,3,2.831,Robert L. Collins,NA
tt0079437,37923,Last Embrace,R,Thriller,102,1979-05-04,United Artists,1537125,NA,5.441,59,7.298,Jonathan Demme,Male
tt0079225,98130,Goldengirl,PG,Science Fiction,104,1979-10-06,Backstage Productions,1247376,NA,4.889,9,1.247,Joseph Sargent,Male
tt0079700,51543,The Passage,R,Action,99,1979-03-09,United Artists,1101186,NA,6.274,42,6.032,J. Lee Thompson,Male
tt0080139,42178,Winter Kills,R,Drama,97,1979-05-11,Winter Gold Productions,1083799,NA,5.867,45,6.738,William Richert,Male
tt0078976,140648,City on Fire,R,Action,106,1979-07-11,Astral Films,784181,NA,5,30,7.021,Alvin Rakoff,Male
tt0079520,53435,"A Man, a Woman and a Bank",PG,Comedy,100,1979-09-28,Bennettfilms Inc.,683353,NA,6.1,11,3.453,Noel Black,Male
tt0077557,262179,Five Days from Home,PG,Drama,108,1978-07-30,NA,641768,NA,6,3,1,George Peppard,Male
tt0080684,1891,The Empire Strikes Back,PG,Adventure,124,1980-05-20,Lucasfilm Ltd.,538400000,18000000,8.391,16177,39.077,Irvin Kershner,Male
tt0080319,19494,Nine to Five,PG,Comedy,110,1980-12-18,IPC Films,103300000,10000000,6.9,454,14.771,Colin Higgins,Male
tt0081562,21629,Stir Crazy,R,Comedy,111,1980-12-12,Columbia Pictures,101300000,10000000,6.45,408,18.192,Sidney Poitier,Male
tt0080339,813,Airplane!,PG,Comedy,88,1980-07-02,Paramount,83453539,3500000,7.292,4202,48.586,Jerry Zucker,Male
tt0080377,17169,Any Which Way You Can,PG,Action,115,1980-12-17,Warner Bros. Pictures,70687344,15000000,5.802,306,19.463,Buddy Van Horn,Male
tt0081375,10765,Private Benjamin,R,Comedy,110,1980-10-06,Warner Bros. Pictures,69800000,15000000,5.938,352,13.784,Howard Zieff,Male
tt0080549,16769,Coal Miner's Daughter,PG,Music,125,1980-03-07,Universal Pictures,67182787,15000000,7.3,234,12.443,Michael Apted,Male
tt0081529,12705,Smokey and the Bandit II,PG,Action,100,1980-08-15,Universal Pictures,66100000,17000000,5.571,262,17.983,Hal Needham,Male
tt0080453,5689,The Blue Lagoon,R,Romance,104,1980-07-05,Columbia Pictures,58853106,4500000,6.2,1711,28.228,Randal Kleiser,Male
tt0080455,525,The Blues Brothers,R,Music,133,1980-06-16,Universal Pictures,115200000,27000000,7.745,3947,29.338,John Landis,Male
tt0081283,16619,Ordinary People,R,Drama,124,1980-09-19,Paramount,54766923,6000000,7.449,578,19.927,Robert Redford,Male
tt0081353,11335,Popeye,PG,Action,114,1980-12-12,Paramount,49823037,20000000,5.4,569,18.058,Robert Altman,Male
tt0081696,17496,Urban Cowboy,PG,Drama,132,1980-06-06,Paramount,53300000,10000000,6.452,243,17.147,James Bridges,Male
tt0081505,694,The Shining,R,Horror,144,1980-05-23,Warner Bros. Pictures,44781695,19000000,8.215,16654,46.938,Stanley Kubrick,Male
tt0081480,28124,Seems Like Old Times,PG,Comedy,102,1980-12-19,Rastar Productions,43995918,NA,6.245,141,10.56,Jay Sandrich,Male
tt0080520,13612,Cheech & Chong's Next Movie,R,Action,99,1980-07-18,Universal Pictures,41675194,NA,5.984,223,9.327,Tommy Chong,Male
tt0080487,11977,Caddyshack,13+,Comedy,98,1980-07-25,Orion Pictures,39846344,6000000,6.641,1074,18.23,Harold Ramis,Male
tt0080761,4488,Friday the 13th,R,Horror,94,1980-05-09,Georgetown Productions Inc.,59800000,550000,6.4,2731,50.532,Sean S. Cunningham,Male
tt0080474,1623,Brubaker,R,Crime,125,1980-06-20,20th Century Fox,37121708,9000000,7.039,432,20.111,Stuart Rosenberg,Male
tt0081060,27458,Little Darlings,R,Comedy,95,1980-03-21,Paramount,34326249,NA,6.5,78,15.65,Ronald F. Maxwell,Male
tt0080661,11033,Dressed to Kill,R,Mystery,105,1980-07-25,Filmways Pictures,31899000,6500000,6.9,840,21.974,Brian De Palma,Male
tt0080948,15310,The Jazz Singer,PG,Drama,115,1980-12-17,EMI Films,27118000,13000000,5.8,61,8.392,Richard Fleischer,Male
tt0080745,3604,Flash Gordon,PG,Science Fiction,111,1980-09-01,Dino De Laurentiis Company,27100000,35000000,6.195,902,25.944,Mike Hodges,Male
tt0048280,10340,Lady and the Tramp,G,Family,76,1955-06-22,Walt Disney Productions,36359037,4000000,7.114,5000,46.765,Hamilton Luske,Male
tt0080678,1955,The Elephant Man,PG,Drama,124,1980-10-09,Brooksfilms,26000000,5000000,8.05,3261,18.283,David Lynch,Male
tt0080472,21866,Bronco Billy,PG,Drama,116,1980-06-11,Second Street Films,24300000,6500000,6.3,237,14.588,Clint Eastwood,Male
tt0081398,1578,Raging Bull,R,Drama,129,1980-11-14,United Artists,23000000,18000000,7.9,4039,35.568,Martin Scorsese,Male
tt0081777,15668,Xanadu,PG,Fantasy,96,1980-08-08,Universal Pictures,22762571,20000000,5.684,244,12.722,Robert Greenwald,Male
tt0080365,2768,American Gigolo,R,Crime,117,1980-02-08,Paramount,52700000,5000000,6.115,584,28.88,Paul Schrader,Male
tt0081207,21873,My Bodyguard,PG,Comedy,96,1980-07-11,Melvin Simon Productions,22482952,NA,6.324,111,16.309,Tony Bill,Male
tt0080749,790,The Fog,R,Horror,89,1980-02-08,AVCO Embassy Pictures,21448830,1000000,6.726,1430,26.37,John Carpenter,Male
tt0080716,3537,Fame,R,Drama,134,1980-05-16,Metro-Goldwyn-Mayer,42000000,8500000,6.5,417,12.466,Alan Parker,Male
tt0080009,11121,Tess,PG,Drama,171,1979-10-06,Renn Productions,20101247,12000000,7.013,312,12.159,Roman Polanski,Male
tt0080360,11542,Altered States,R,Horror,102,1980-12-25,Warner Bros. Pictures,19853892,15000000,6.7,599,17.715,Ken Russell,Male
tt0038969,13850,Song of the South,G,Family,94,1946-11-12,Walt Disney Productions,65000000,2125000,6.4,251,19.607,Wilfred Jackson,Male
